省份,专业代码,专业名称,学校标识码,学校名称,年限,备注,年份
北京市,550103,数字媒体艺术设计,4111010858,北京电子科技职业学院,3,,2025
北京市,550106,环境艺术设计,4111010858,北京电子科技职业学院,3,,2025
北京市,550109,游戏艺术设计,4111010858,北京电子科技职业学院,3,,2025
北京市,550110,展示艺术设计,4111010858,北京电子科技职业学院,3,,2025
北京市,550220,现代魔术设计与表演,4111010858,北京电子科技职业学院,3,,2025
北京市,560202,广播影视节目制作,4111010858,北京电子科技职业学院,2,,2025
北京市,560202,广播影视节目制作,4111010858,北京电子科技职业学院,3,,2025
北京市,570201,商务英语,4111010858,北京电子科技职业学院,2,,2025
北京市,570201,商务英语,4111010858,北京电子科技职业学院,3,,2025
北京市,420904,安全智能监测技术,4111011090,北京京北职业技术学院,3,,2025
北京市,440106,建筑室内设计,4111011090,北京京北职业技术学院,3,,2025
北京市,440301,建筑工程技术,4111011090,北京京北职业技术学院,2,,2025
北京市,440301,建筑工程技术,4111011090,北京京北职业技术学院,3,,2025
北京市,440501,工程造价,4111011090,北京京北职业技术学院,3,,2025
北京市,460301,机电一体化技术,4111011090,北京京北职业技术学院,3,,2025
北京市,520201,护理,4111011090,北京京北职业技术学院,2,,2025
北京市,520201,护理,4111011090,北京京北职业技术学院,3,,2025
北京市,530302,大数据与会计,4111011090,北京京北职业技术学院,2,,2025
北京市,530302,大数据与会计,4111011090,北京京北职业技术学院,3,,2025
北京市,530704,网络营销与直播电商,4111011090,北京京北职业技术学院,3,,2025
北京市,550101,艺术设计,4111011090,北京京北职业技术学院,3,,2025
北京市,560208,影视多媒体技术,4111011090,北京京北职业技术学院,2,,2025
北京市,560208,影视多媒体技术,4111011090,北京京北职业技术学院,3,,2025
北京市,570102K,学前教育,4111011090,北京京北职业技术学院,3,,2025
北京市,570312,电子竞技运动与管理,4111011090,北京京北职业技术学院,3,,2025
北京市,590101,社会工作,4111011090,北京京北职业技术学院,2,,2025
北京市,590101,社会工作,4111011090,北京京北职业技术学院,3,,2025
北京市,590303,社区康复,4111011090,北京京北职业技术学院,2,,2025
北京市,590303,社区康复,4111011090,北京京北职业技术学院,3,,2025
北京市,440304,智能建造技术,4111011092,北京交通职业技术学院,3,,2025
北京市,440501,工程造价,4111011092,北京交通职业技术学院,2,,2025
北京市,440501,工程造价,4111011092,北京交通职业技术学院,3,,2025
北京市,440502,建设工程管理,4111011092,北京交通职业技术学院,3,,2025
北京市,440601,市政工程技术,4111011092,北京交通职业技术学院,3,,2025
北京市,460301,机电一体化技术,4111011092,北京交通职业技术学院,3,,2025
北京市,460301,机电一体化技术,4111011092,北京交通职业技术学院,2,,2025
北京市,460609,无人机应用技术,4111011092,北京交通职业技术学院,3,,2025
北京市,470102,药品生物技术,4111011092,北京交通职业技术学院,3,,2025
北京市,490217,化妆品经营与管理,4111011092,北京交通职业技术学院,3,,2025
北京市,500602,城市轨道车辆应用技术,4111011092,北京交通职业技术学院,2,,2025
北京市,500602,城市轨道车辆应用技术,4111011092,北京交通职业技术学院,3,,2025
北京市,500603,城市轨道交通机电技术,4111011092,北京交通职业技术学院,3,,2025
北京市,500604,城市轨道交通通信信号技术,4111011092,北京交通职业技术学院,3,,2025
北京市,500606,城市轨道交通运营管理,4111011092,北京交通职业技术学院,2,,2025
北京市,500606,城市轨道交通运营管理,4111011092,北京交通职业技术学院,3,,2025
北京市,510108,智能产品开发与应用,4111011092,北京交通职业技术学院,3,,2025
北京市,510201,计算机应用技术,4111011092,北京交通职业技术学院,3,,2025
北京市,510205,大数据技术,4111011092,北京交通职业技术学院,3,,2025
北京市,510207,信息安全技术应用,4111011092,北京交通职业技术学院,3,,2025
北京市,530702,跨境电子商务,4111011092,北京交通职业技术学院,3,,2025
北京市,540101,旅游管理,4111011092,北京交通职业技术学院,3,,2025
北京市,550103,数字媒体艺术设计,4111011092,北京交通职业技术学院,3,,2025
北京市,550106,环境艺术设计,4111011092,北京交通职业技术学院,3,,2025
北京市,550116,动漫设计,4111011092,北京交通职业技术学院,3,,2025
北京市,500405,空中乘务,4111011097,首都经济贸易大学密云分校,3,,2025
北京市,510201,计算机应用技术,4111011097,首都经济贸易大学密云分校,3,,2025
北京市,530201,金融服务与管理,4111011097,首都经济贸易大学密云分校,3,,2025
北京市,530206,证券实务,4111011097,首都经济贸易大学密云分校,3,,2025
北京市,530301,大数据与财务管理,4111011097,首都经济贸易大学密云分校,3,,2025
北京市,530302,大数据与会计,4111011097,首都经济贸易大学密云分校,2,,2025
北京市,530302,大数据与会计,4111011097,首都经济贸易大学密云分校,3,,2025
北京市,530501,国际经济与贸易,4111011097,首都经济贸易大学密云分校,3,,2025
北京市,530601,工商企业管理,4111011097,首都经济贸易大学密云分校,3,,2025
北京市,530605,市场营销,4111011097,首都经济贸易大学密云分校,3,,2025
北京市,530701,电子商务,4111011097,首都经济贸易大学密云分校,3,,2025
北京市,530802,现代物流管理,4111011097,首都经济贸易大学密云分校,3,,2025
北京市,540101,旅游管理,4111011097,首都经济贸易大学密云分校,2,,2025
北京市,540101,旅游管理,4111011097,首都经济贸易大学密云分校,3,,2025
北京市,560102,网络新闻与传播,4111011097,首都经济贸易大学密云分校,3,,2025
北京市,590101,社会工作,4111011097,首都经济贸易大学密云分校,3,,2025
北京市,590202,人力资源管理,4111011097,首都经济贸易大学密云分校,3,,2025
北京市,460306,电气自动化技术,4111011417,北京联合大学,2,,2025
北京市,460702,新能源汽车技术,4111011417,北京联合大学,2,,2025
北京市,500604,城市轨道交通通信信号技术,4111011417,北京联合大学,2,,2025
北京市,510205,大数据技术,4111011417,北京联合大学,2,,2025
北京市,510209,人工智能技术应用,4111011417,北京联合大学,2,,2025
北京市,530302,大数据与会计,4111011417,北京联合大学,2,,2025
北京市,530701,电子商务,4111011417,北京联合大学,2,,2025
北京市,540202,烹饪工艺与营养,4111011417,北京联合大学,2,,2025
北京市,550103,数字媒体艺术设计,4111011417,北京联合大学,2,,2025
北京市,550112,工艺美术品设计,4111011417,北京联合大学,2,,2025
北京市,550404,文物修复与保护,4111011417,北京联合大学,2,,2025
北京市,570102K,学前教育,4111011417,北京联合大学,2,,2025
北京市,570103K,小学教育,4111011417,北京联合大学,2,,2025
北京市,570107K,小学科学教育,4111011417,北京联合大学,2,,2025
北京市,570108K,音乐教育,4111011417,北京联合大学,2,,2025
北京市,500405,空中乘务,4111011418,北京城市学院,3,,2025
北京市,500405,空中乘务,4111011418,北京城市学院,2,,2025
北京市,520201,护理,4111011418,北京城市学院,3,,2025
北京市,520201,护理,4111011418,北京城市学院,2,,2025
北京市,520410,中药学,4111011418,北京城市学院,3,,2025
北京市,520410,中药学,4111011418,北京城市学院,2,,2025
北京市,540112,会展策划与管理,4111011418,北京城市学院,3,,2025
北京市,540112,会展策划与管理,4111011418,北京城市学院,2,,2025
北京市,550103,数字媒体艺术设计,4111011418,北京城市学院,2,,2025
北京市,550106,环境艺术设计,4111011418,北京城市学院,2,,2025
北京市,550106,环境艺术设计,4111011418,北京城市学院,3,,2025
北京市,560212,摄影摄像技术,4111011418,北京城市学院,2,,2025
北京市,560213,融媒体技术与运营,4111011418,北京城市学院,2,,2025
北京市,570102K,学前教育,4111011418,北京城市学院,2,,2025
北京市,570103K,小学教育,4111011418,北京城市学院,2,,2025
北京市,510201,计算机应用技术,4111011626,北京青年政治学院,3,,2025
北京市,510207,信息安全技术应用,4111011626,北京青年政治学院,3,,2025
北京市,520802,婴幼儿托育服务与管理,4111011626,北京青年政治学院,3,,2025
北京市,530206,证券实务,4111011626,北京青年政治学院,2,,2025
北京市,530206,证券实务,4111011626,北京青年政治学院,3,,2025
北京市,530302,大数据与会计,4111011626,北京青年政治学院,3,,2025
北京市,530502,国际商务,4111011626,北京青年政治学院,3,,2025
北京市,530601,工商企业管理,4111011626,北京青年政治学院,3,,2025
北京市,540101,旅游管理,4111011626,北京青年政治学院,3,,2025
北京市,550103,数字媒体艺术设计,4111011626,北京青年政治学院,3,,2025
北京市,550107,书画艺术,4111011626,北京青年政治学院,3,,2025
北京市,550109,游戏艺术设计,4111011626,北京青年政治学院,3,,2025
北京市,560205,新闻采编与制作,4111011626,北京青年政治学院,3,,2025
北京市,560213,融媒体技术与运营,4111011626,北京青年政治学院,3,,2025
北京市,570101K,早期教育,4111011626,北京青年政治学院,3,,2025
北京市,570102K,学前教育,4111011626,北京青年政治学院,2,,2025
北京市,570102K,学前教育,4111011626,北京青年政治学院,3,,2025
北京市,570203,旅游英语,4111011626,北京青年政治学院,3,,2025
北京市,570209,中文,4111011626,北京青年政治学院,3,,2025
北京市,580401,法律事务,4111011626,北京青年政治学院,3,,2025
北京市,590101,社会工作,4111011626,北京青年政治学院,3,,2025
北京市,590102,党务工作,4111011626,北京青年政治学院,3,,2025
北京市,590103,青少年工作与管理,4111011626,北京青年政治学院,3,,2025
北京市,590107,政务服务,4111011626,北京青年政治学院,3,,2025
北京市,590302,智慧健康养老服务与管理,4111011626,北京青年政治学院,3,,2025
北京市,420802,环境工程技术,4111011831,首钢工学院,2,,2025
北京市,460101,机械设计与制造,4111011831,首钢工学院,3,,2025
北京市,460301,机电一体化技术,4111011831,首钢工学院,2,,2025
北京市,460301,机电一体化技术,4111011831,首钢工学院,3,,2025
北京市,460306,电气自动化技术,4111011831,首钢工学院,3,,2025
北京市,510201,计算机应用技术,4111011831,首钢工学院,3,,2025
北京市,510201,计算机应用技术,4111011831,首钢工学院,2,,2025
北京市,510204,数字媒体技术,4111011831,首钢工学院,2,,2025
北京市,510204,数字媒体技术,4111011831,首钢工学院,3,,2025
北京市,520201,护理,4111011831,首钢工学院,2,,2025
北京市,520201,护理,4111011831,首钢工学院,3,,2025
北京市,530302,大数据与会计,4111011831,首钢工学院,3,,2025
北京市,530302,大数据与会计,4111011831,首钢工学院,2,,2025
北京市,540101,旅游管理,4111011831,首钢工学院,3,,2025
北京市,540105,研学旅行管理与服务,4111011831,首钢工学院,3,,2025
北京市,560206,影视动画,4111011831,首钢工学院,3,,2025
北京市,570102K,学前教育,4111011831,首钢工学院,3,,2025
北京市,590202,人力资源管理,4111011831,首钢工学院,3,,2025
北京市,410105,园艺技术,4111012448,北京农业职业学院,2,,2025
北京市,410105,园艺技术,4111012448,北京农业职业学院,3,,2025
北京市,410112,设施农业与装备,4111012448,北京农业职业学院,3,,2025
北京市,410112,设施农业与装备,4111012448,北京农业职业学院,2,,2025
北京市,410113,现代农业装备应用技术,4111012448,北京农业职业学院,2,,2025
北京市,410113,现代农业装备应用技术,4111012448,北京农业职业学院,3,,2025
北京市,410115,绿色食品生产技术,4111012448,北京农业职业学院,3,,2025
北京市,410115,绿色食品生产技术,4111012448,北京农业职业学院,2,,2025
北京市,410116,农产品流通与管理,4111012448,北京农业职业学院,3,,2025
北京市,410118,休闲农业经营与管理,4111012448,北京农业职业学院,3,,2025
北京市,410119,现代农业经济管理,4111012448,北京农业职业学院,3,,2025
北京市,410120,农村新型经济组织管理,4111012448,北京农业职业学院,3,,2025
北京市,410202,园林技术,4111012448,北京农业职业学院,2,,2025
北京市,410202,园林技术,4111012448,北京农业职业学院,3,,2025
北京市,410301,动物医学,4111012448,北京农业职业学院,3,,2025
北京市,410301,动物医学,4111012448,北京农业职业学院,2,,2025
北京市,410303,畜牧兽医,4111012448,北京农业职业学院,3,,2025
北京市,410305,宠物医疗技术,4111012448,北京农业职业学院,2,,2025
北京市,410305,宠物医疗技术,4111012448,北京农业职业学院,3,,2025
北京市,440105,风景园林设计,4111012448,北京农业职业学院,3,,2025
北京市,440301,建筑工程技术,4111012448,北京农业职业学院,2,,2025
北京市,440301,建筑工程技术,4111012448,北京农业职业学院,3,,2025
北京市,440602,给排水工程技术,4111012448,北京农业职业学院,2,,2025
北京市,440602,给排水工程技术,4111012448,北京农业职业学院,3,,2025
北京市,450202,智慧水利技术,4111012448,北京农业职业学院,3,,2025
北京市,450203,水利水电工程技术,4111012448,北京农业职业学院,2,,2025
北京市,450203,水利水电工程技术,4111012448,北京农业职业学院,3,,2025
北京市,450402,水环境智能监测与治理,4111012448,北京农业职业学院,2,,2025
北京市,450402,水环境智能监测与治理,4111012448,北京农业职业学院,3,,2025
北京市,460609,无人机应用技术,4111012448,北京农业职业学院,3,,2025
北京市,460609,无人机应用技术,4111012448,北京农业职业学院,2,,2025
北京市,470102,药品生物技术,4111012448,北京农业职业学院,3,,2025
北京市,470102,药品生物技术,4111012448,北京农业职业学院,2,,2025
北京市,470105,生物产品检验检疫,4111012448,北京农业职业学院,3,,2025
北京市,490102,食品质量与安全,4111012448,北京农业职业学院,2,,2025
北京市,490102,食品质量与安全,4111012448,北京农业职业学院,3,,2025
北京市,490103,食品营养与健康,4111012448,北京农业职业学院,3,,2025
北京市,490103,食品营养与健康,4111012448,北京农业职业学院,2,,2025
北京市,490104,食品检验检测技术,4111012448,北京农业职业学院,3,,2025
北京市,490104,食品检验检测技术,4111012448,北京农业职业学院,2,,2025
北京市,510102,物联网应用技术,4111012448,北京农业职业学院,2,,2025
北京市,510102,物联网应用技术,4111012448,北京农业职业学院,3,,2025
北京市,510201,计算机应用技术,4111012448,北京农业职业学院,3,,2025
北京市,510201,计算机应用技术,4111012448,北京农业职业学院,2,,2025
北京市,510205,大数据技术,4111012448,北京农业职业学院,3,,2025
北京市,530201,金融服务与管理,4111012448,北京农业职业学院,3,,2025
北京市,530302,大数据与会计,4111012448,北京农业职业学院,3,,2025
北京市,530302,大数据与会计,4111012448,北京农业职业学院,2,,2025
北京市,530501,国际经济与贸易,4111012448,北京农业职业学院,2,,2025
北京市,530501,国际经济与贸易,4111012448,北京农业职业学院,3,,2025
北京市,530701,电子商务,4111012448,北京农业职业学院,3,,2025
北京市,530701,电子商务,4111012448,北京农业职业学院,2,,2025
北京市,530702,跨境电子商务,4111012448,北京农业职业学院,2,,2025
北京市,530702,跨境电子商务,4111012448,北京农业职业学院,3,,2025
北京市,530802,现代物流管理,4111012448,北京农业职业学院,2,,2025
北京市,530802,现代物流管理,4111012448,北京农业职业学院,3,,2025
北京市,540101,旅游管理,4111012448,北京农业职业学院,2,,2025
北京市,540101,旅游管理,4111012448,北京农业职业学院,3,,2025
北京市,540112,会展策划与管理,4111012448,北京农业职业学院,2,,2025
北京市,540112,会展策划与管理,4111012448,北京农业职业学院,3,,2025
北京市,550106,环境艺术设计,4111012448,北京农业职业学院,3,,2025
北京市,550106,环境艺术设计,4111012448,北京农业职业学院,2,,2025
北京市,580402,法律文秘,4111012448,北京农业职业学院,3,,2025
北京市,440406,建筑消防技术,4111012451,北京政法职业学院,2,,2025
北京市,440406,建筑消防技术,4111012451,北京政法职业学院,3,,2025
北京市,500405,空中乘务,4111012451,北京政法职业学院,2,,2025
北京市,500405,空中乘务,4111012451,北京政法职业学院,3,,2025
北京市,500406,民航安全技术管理,4111012451,北京政法职业学院,3,,2025
北京市,500407,民航空中安全保卫,4111012451,北京政法职业学院,2,,2025
北京市,510201,计算机应用技术,4111012451,北京政法职业学院,2,,2025
北京市,510201,计算机应用技术,4111012451,北京政法职业学院,3,,2025
北京市,510202,计算机网络技术,4111012451,北京政法职业学院,2,,2025
北京市,510202,计算机网络技术,4111012451,北京政法职业学院,3,,2025
北京市,510209,人工智能技术应用,4111012451,北京政法职业学院,3,,2025
北京市,530603,商务管理,4111012451,北京政法职业学院,2,,2025
北京市,530603,商务管理,4111012451,北京政法职业学院,3,,2025
北京市,530701,电子商务,4111012451,北京政法职业学院,3,,2025
北京市,530701,电子商务,4111012451,北京政法职业学院,2,,2025
北京市,550103,数字媒体艺术设计,4111012451,北京政法职业学院,3,,2025
北京市,560208,影视多媒体技术,4111012451,北京政法职业学院,3,,2025
北京市,560215,传播与策划,4111012451,北京政法职业学院,3,,2025
北京市,560215,传播与策划,4111012451,北京政法职业学院,2,,2025
北京市,570201,商务英语,4111012451,北京政法职业学院,2,,2025
北京市,580401,法律事务,4111012451,北京政法职业学院,3,,2025
北京市,580402,法律文秘,4111012451,北京政法职业学院,2,,2025
北京市,580402,法律文秘,4111012451,北京政法职业学院,3,,2025
北京市,580501K,刑事执行,4111012451,北京政法职业学院,3,,2025
北京市,580503K,行政执行,4111012451,北京政法职业学院,3,,2025
北京市,580603,司法鉴定技术,4111012451,北京政法职业学院,3,,2025
北京市,580701,安全防范技术,4111012451,北京政法职业学院,2,,2025
北京市,580702,安全保卫管理,4111012451,北京政法职业学院,2,,2025
北京市,580702,安全保卫管理,4111012451,北京政法职业学院,3,,2025
北京市,580703,智能安防运营管理,4111012451,北京政法职业学院,3,,2025
北京市,590104,社区管理与服务,4111012451,北京政法职业学院,3,,2025
北京市,590104,社区管理与服务,4111012451,北京政法职业学院,2,,2025
北京市,590203,劳动与社会保障,4111012451,北京政法职业学院,2,,2025
北京市,590203,劳动与社会保障,4111012451,北京政法职业学院,3,,2025
北京市,590209,职业指导与服务,4111012451,北京政法职业学院,3,,2025
北京市,590401,现代文秘,4111012451,北京政法职业学院,2,,2025
北京市,440106,建筑室内设计,4111012561,北京财贸职业学院,3,,2025
北京市,440404,建筑智能化工程技术,4111012561,北京财贸职业学院,3,,2025
北京市,440501,工程造价,4111012561,北京财贸职业学院,3,,2025
北京市,440502,建设工程管理,4111012561,北京财贸职业学院,3,,2025
北京市,440502,建设工程管理,4111012561,北京财贸职业学院,2,,2025
北京市,500405,空中乘务,4111012561,北京财贸职业学院,2,,2025
北京市,500405,空中乘务,4111012561,北京财贸职业学院,3,,2025
北京市,510205,大数据技术,4111012561,北京财贸职业学院,3,,2025
北京市,510209,人工智能技术应用,4111012561,北京财贸职业学院,3,,2025
北京市,520802,婴幼儿托育服务与管理,4111012561,北京财贸职业学院,3,,2025
北京市,530102,资产评估与管理,4111012561,北京财贸职业学院,3,,2025
北京市,530201,金融服务与管理,4111012561,北京财贸职业学院,3,,2025
北京市,530201,金融服务与管理,4111012561,北京财贸职业学院,2,,2025
北京市,530202,金融科技应用,4111012561,北京财贸职业学院,3,,2025
北京市,530202,金融科技应用,4111012561,北京财贸职业学院,2,,2025
北京市,530205,财富管理,4111012561,北京财贸职业学院,3,,2025
北京市,530205,财富管理,4111012561,北京财贸职业学院,2,,2025
北京市,530301,大数据与财务管理,4111012561,北京财贸职业学院,2,,2025
北京市,530301,大数据与财务管理,4111012561,北京财贸职业学院,3,,2025
北京市,530302,大数据与会计,4111012561,北京财贸职业学院,2,,2025
北京市,530302,大数据与会计,4111012561,北京财贸职业学院,3,,2025
北京市,530304,会计信息管理,4111012561,北京财贸职业学院,3,,2025
北京市,530601,工商企业管理,4111012561,北京财贸职业学院,3,,2025
北京市,530601,工商企业管理,4111012561,北京财贸职业学院,2,,2025
北京市,530602,连锁经营与管理,4111012561,北京财贸职业学院,3,,2025
北京市,530602,连锁经营与管理,4111012561,北京财贸职业学院,2,,2025
北京市,530605,市场营销,4111012561,北京财贸职业学院,2,,2025
北京市,530701,电子商务,4111012561,北京财贸职业学院,2,,2025
北京市,530701,电子商务,4111012561,北京财贸职业学院,3,,2025
北京市,530810,供应链运营,4111012561,北京财贸职业学院,3,,2025
北京市,540101,旅游管理,4111012561,北京财贸职业学院,3,,2025
北京市,540101,旅游管理,4111012561,北京财贸职业学院,2,,2025
北京市,540102,导游,4111012561,北京财贸职业学院,2,,2025
北京市,540102,导游,4111012561,北京财贸职业学院,3,,2025
北京市,540106,酒店管理与数字化运营,4111012561,北京财贸职业学院,3,,2025
北京市,540106,酒店管理与数字化运营,4111012561,北京财贸职业学院,2,,2025
北京市,540112,会展策划与管理,4111012561,北京财贸职业学院,3,,2025
北京市,550102,视觉传达设计,4111012561,北京财贸职业学院,2,,2025
北京市,550102,视觉传达设计,4111012561,北京财贸职业学院,3,,2025
北京市,550117,人物形象设计,4111012561,北京财贸职业学院,3,,2025
北京市,550117,人物形象设计,4111012561,北京财贸职业学院,2,,2025
北京市,560208,影视多媒体技术,4111012561,北京财贸职业学院,3,,2025
北京市,560208,影视多媒体技术,4111012561,北京财贸职业学院,2,,2025
北京市,570102K,学前教育,4111012561,北京财贸职业学院,3,,2025
北京市,570102K,学前教育,4111012561,北京财贸职业学院,2,,2025
北京市,510202,计算机网络技术,4111012564,北京北大方正软件职业技术学院,2,,2025
北京市,510202,计算机网络技术,4111012564,北京北大方正软件职业技术学院,3,,2025
北京市,510203,软件技术,4111012564,北京北大方正软件职业技术学院,3,,2025
北京市,510205,大数据技术,4111012564,北京北大方正软件职业技术学院,3,,2025
北京市,510209,人工智能技术应用,4111012564,北京北大方正软件职业技术学院,3,,2025
北京市,520201,护理,4111012564,北京北大方正软件职业技术学院,2,,2025
北京市,520201,护理,4111012564,北京北大方正软件职业技术学院,3,,2025
北京市,520601,康复治疗技术,4111012564,北京北大方正软件职业技术学院,3,,2025
北京市,520601,康复治疗技术,4111012564,北京北大方正软件职业技术学院,2,,2025
北京市,540201,餐饮智能管理,4111012564,北京北大方正软件职业技术学院,3,,2025
北京市,540201,餐饮智能管理,4111012564,北京北大方正软件职业技术学院,2,,2025
北京市,560105,数字出版,4111012564,北京北大方正软件职业技术学院,3,,2025
北京市,560105,数字出版,4111012564,北京北大方正软件职业技术学院,2,,2025
北京市,560208,影视多媒体技术,4111012564,北京北大方正软件职业技术学院,3,,2025
北京市,560215,传播与策划,4111012564,北京北大方正软件职业技术学院,3,,2025
北京市,560215,传播与策划,4111012564,北京北大方正软件职业技术学院,2,,2025
北京市,570102K,学前教育,4111012564,北京北大方正软件职业技术学院,2,,2025
北京市,570102K,学前教育,4111012564,北京北大方正软件职业技术学院,3,,2025
北京市,590302,智慧健康养老服务与管理,4111012564,北京北大方正软件职业技术学院,3,,2025
北京市,440106,建筑室内设计,4111012565,北京经贸职业学院,3,,2025
北京市,460204,新能源装备技术,4111012565,北京经贸职业学院,3,,2025
北京市,500405,空中乘务,4111012565,北京经贸职业学院,3,,2025
北京市,510201,计算机应用技术,4111012565,北京经贸职业学院,3,,2025
北京市,510207,信息安全技术应用,4111012565,北京经贸职业学院,3,,2025
北京市,510209,人工智能技术应用,4111012565,北京经贸职业学院,3,,2025
北京市,520802,婴幼儿托育服务与管理,4111012565,北京经贸职业学院,3,,2025
北京市,530207,国际金融,4111012565,北京经贸职业学院,3,,2025
北京市,530302,大数据与会计,4111012565,北京经贸职业学院,3,,2025
北京市,530701,电子商务,4111012565,北京经贸职业学院,3,,2025
北京市,560206,影视动画,4111012565,北京经贸职业学院,3,,2025
北京市,570102K,学前教育,4111012565,北京经贸职业学院,3,,2025
北京市,590202,人力资源管理,4111012565,北京经贸职业学院,3,,2025
北京市,590302,智慧健康养老服务与管理,4111012565,北京经贸职业学院,3,,2025
北京市,460609,无人机应用技术,4111012566,北京经济技术职业学院,3,,2025
北京市,500405,空中乘务,4111012566,北京经济技术职业学院,3,,2025
北京市,510201,计算机应用技术,4111012566,北京经济技术职业学院,3,,2025
北京市,510203,软件技术,4111012566,北京经济技术职业学院,3,,2025
北京市,520201,护理,4111012566,北京经济技术职业学院,3,,2025
北京市,530301,大数据与财务管理,4111012566,北京经济技术职业学院,3,,2025
北京市,530302,大数据与会计,4111012566,北京经济技术职业学院,3,,2025
北京市,540106,酒店管理与数字化运营,4111012566,北京经济技术职业学院,3,,2025
北京市,550113,广告艺术设计,4111012566,北京经济技术职业学院,3,,2025
北京市,550113,广告艺术设计,4111012566,北京经济技术职业学院,2,,2025
北京市,570102K,学前教育,4111012566,北京经济技术职业学院,3,,2025
北京市,570302,休闲体育,4111012566,北京经济技术职业学院,3,,2025
北京市,590302,智慧健康养老服务与管理,4111012566,北京经济技术职业学院,3,,2025
北京市,550201,音乐表演,4111012567,北京戏曲艺术职业学院,3,,2025
北京市,550202,舞蹈表演,4111012567,北京戏曲艺术职业学院,3,,2025
北京市,550203,戏曲表演,4111012567,北京戏曲艺术职业学院,3,,2025
北京市,550205,戏剧影视表演,4111012567,北京戏曲艺术职业学院,3,,2025
北京市,550207,曲艺表演,4111012567,北京戏曲艺术职业学院,3,,2025
北京市,550209,国际标准舞,4111012567,北京戏曲艺术职业学院,3,,2025
北京市,550211,戏曲音乐,4111012567,北京戏曲艺术职业学院,3,,2025
北京市,550214,钢琴调律,4111012567,北京戏曲艺术职业学院,2,,2025
北京市,550218,舞台艺术设计与制作,4111012567,北京戏曲艺术职业学院,2,,2025
北京市,550218,舞台艺术设计与制作,4111012567,北京戏曲艺术职业学院,3,,2025
北京市,500405,空中乘务,4111012568,北京汇佳职业学院,2,,2025
北京市,500405,空中乘务,4111012568,北京汇佳职业学院,3,,2025
北京市,500408,机场运行服务与管理,4111012568,北京汇佳职业学院,3,,2025
北京市,500604,城市轨道交通通信信号技术,4111012568,北京汇佳职业学院,3,,2025
北京市,510102,物联网应用技术,4111012568,北京汇佳职业学院,3,,2025
北京市,510203,软件技术,4111012568,北京汇佳职业学院,3,,2025
北京市,510204,数字媒体技术,4111012568,北京汇佳职业学院,3,,2025
北京市,510209,人工智能技术应用,4111012568,北京汇佳职业学院,3,,2025
北京市,520201,护理,4111012568,北京汇佳职业学院,3,,2025
北京市,520601,康复治疗技术,4111012568,北京汇佳职业学院,3,,2025
北京市,520702,卫生信息管理,4111012568,北京汇佳职业学院,3,,2025
北京市,520802,婴幼儿托育服务与管理,4111012568,北京汇佳职业学院,3,,2025
北京市,530502,国际商务,4111012568,北京汇佳职业学院,3,,2025
北京市,530701,电子商务,4111012568,北京汇佳职业学院,3,,2025
北京市,530704,网络营销与直播电商,4111012568,北京汇佳职业学院,3,,2025
北京市,550101,艺术设计,4111012568,北京汇佳职业学院,3,,2025
北京市,550107,书画艺术,4111012568,北京汇佳职业学院,3,,2025
北京市,550205,戏剧影视表演,4111012568,北京汇佳职业学院,3,,2025
北京市,550218,舞台艺术设计与制作,4111012568,北京汇佳职业学院,3,,2025
北京市,560207,影视制片管理,4111012568,北京汇佳职业学院,3,,2025
北京市,570102K,学前教育,4111012568,北京汇佳职业学院,2,,2025
北京市,570102K,学前教育,4111012568,北京汇佳职业学院,3,,2025
北京市,570311,体育运营与管理,4111012568,北京汇佳职业学院,3,,2025
北京市,590202,人力资源管理,4111012568,北京汇佳职业学院,3,,2025
北京市,590302,智慧健康养老服务与管理,4111012568,北京汇佳职业学院,3,,2025
北京市,460702,新能源汽车技术,4111012733,北京科技经营管理学院,3,,2025
北京市,500409,飞机机电设备维修,4111012733,北京科技经营管理学院,3,,2025
北京市,510201,计算机应用技术,4111012733,北京科技经营管理学院,3,,2025
北京市,530302,大数据与会计,4111012733,北京科技经营管理学院,3,,2025
北京市,530601,工商企业管理,4111012733,北京科技经营管理学院,3,,2025
北京市,540201,餐饮智能管理,4111012733,北京科技经营管理学院,3,,2025
北京市,550101,艺术设计,4111012733,北京科技经营管理学院,3,,2025
北京市,550201,音乐表演,4111012733,北京科技经营管理学院,3,,2025
北京市,550202,舞蹈表演,4111012733,北京科技经营管理学院,3,,2025
北京市,550205,戏剧影视表演,4111012733,北京科技经营管理学院,3,,2025
北京市,570101K,早期教育,4111012733,北京科技经营管理学院,3,,2025
北京市,590401,现代文秘,4111012733,北京科技经营管理学院,3,,2025
北京市,420805,环境管理与评价,4111013703,北京科技职业学院,3,,2025
北京市,440501,工程造价,4111013703,北京科技职业学院,3,,2025
北京市,460608,航空发动机维修技术,4111013703,北京科技职业学院,3,,2025
北京市,460609,无人机应用技术,4111013703,北京科技职业学院,3,,2025
北京市,470102,药品生物技术,4111013703,北京科技职业学院,3,,2025
北京市,500211,汽车检测与维修技术,4111013703,北京科技职业学院,3,,2025
北京市,500406,民航安全技术管理,4111013703,北京科技职业学院,3,,2025
北京市,510201,计算机应用技术,4111013703,北京科技职业学院,3,,2025
北京市,510202,计算机网络技术,4111013703,北京科技职业学院,3,,2025
北京市,510203,软件技术,4111013703,北京科技职业学院,3,,2025
